image_id,healthy,multiple_diseases,rust,scab
Test_144,0.9988618,0.0010041218,8.801063e-05,4.6135145e-05
Test_145,0.0007022013,0.00044147344,2.8110626e-05,0.99882823
Test_146,5.624856e-12,8.8742144e-14,1.0,8.2415386e-17
Test_147,2.4901922e-10,1.778546e-11,1.0,5.5517108e-14
Test_148,0.00038875,0.00025171306,1.521044e-05,0.9993443
Test_149,0.0007551469,0.004280664,0.00037116924,0.99459296
Test_150,3.6957877e-05,0.00021757052,2.357839e-06,0.99974316
Test_151,5.1254763e-16,1.7959797e-18,1.0,1.1437408e-22
Test_152,0.0008051195,0.05824828,0.94091403,3.255702e-05
Test_153,0.0006029267,0.00075756083,2.666305e-05,0.9986129
Test_154,0.0001839597,0.00014126231,0.9996643,1.0494295e-05
Test_155,6.0746274e-08,8.250002e-09,0.9999999,2.8306392e-11
Test_156,5.7585453e-06,6.602013e-05,2.7995793e-07,0.9999279
Test_157,0.034617044,0.014475861,0.0055682883,0.94533885
Test_158,7.356385e-08,2.3685408e-07,3.2883507e-10,0.99999964
Test_159,0.0033394317,0.004018242,0.9924604,0.00018190015
Test_160,0.8825348,0.028753707,0.017565534,0.07114589
Test_161,0.00015925702,0.00017066894,6.4804726e-06,0.9996636
Test_162,5.867345e-05,9.540135e-06,0.9999317,1.1358865e-07
Test_163,0.038263846,0.6543108,0.24513084,0.06229447
Test_164,0.2833752,0.15194772,0.089617856,0.4750592
Test_165,1.8902492e-08,1.875415e-07,1.6497852e-10,0.99999976
Test_166,2.2148874e-06,1.3492654e-07,0.9999976,1.1400736e-09
Test_167,3.30452e-08,4.682767e-09,1.0,3.6752268e-11
Test_168,0.012679239,0.08133279,0.021103663,0.88488436
Test_169,0.0006865954,0.0001164933,0.999193,3.9817396e-06
Test_170,0.57881045,0.1854753,0.08450399,0.15121026
Test_171,5.3871188e-09,2.5964822e-10,1.0,1.3535311e-12
Test_172,7.208476e-08,1.1832986e-08,0.9999999,5.372552e-11
Test_173,3.0429945e-16,7.627114e-19,1.0,3.8166694e-23
Test_174,0.08008538,0.6331026,0.08891771,0.19789438
Test_175,0.9850064,0.011367153,0.0020437902,0.0015825963
Test_176,1.9888052e-08,1.865499e-09,1.0,9.514607e-12
Test_177,2.848702e-07,1.0524935e-06,2.6014175e-09,0.9999987
Test_178,5.2334954e-06,3.3014534e-05,1.1018563e-07,0.9999616
Test_179,0.0002925905,0.00024845928,0.9994531,5.897428e-06
Test_180,5.4538678e-08,3.865349e-09,1.0,3.078461e-11
Test_181,0.003896222,0.0039840657,0.0002204502,0.99189925
Test_182,0.012191876,0.027266402,0.00522075,0.955321
Test_183,0.99711597,0.002157091,0.0003636479,0.00036338012
Test_184,0.53252894,0.355878,0.079612814,0.031980194
Test_185,0.0023117454,0.0038351787,0.00014247256,0.99371064
Test_186,0.00038821498,0.0007144964,1.9497715e-05,0.9988778
Test_187,6.2205567e-07,1.17393434e-07,0.9999993,1.5288607e-09
Test_188,1.7495497e-06,1.7622132e-07,0.9999981,6.3905325e-09
Test_189,0.9604961,0.025433227,0.0075146435,0.0065559978
Test_190,0.057913125,0.8137705,0.06030978,0.06800657
Test_191,0.00062429934,0.00014489953,0.9992287,2.1316612e-06
Test_192,0.9214166,0.04955553,0.014785151,0.014242714
Test_193,5.936535e-07,6.450771e-08,0.9999993,1.2923677e-09
Test_194,4.577533e-11,3.3381772e-12,1.0,1.4691186e-15
Test_195,0.98536485,0.011649059,0.0018205725,0.001165447
Test_196,7.5467705e-07,4.548304e-06,2.2942727e-08,0.99999464
Test_197,7.424667e-05,2.6769845e-05,0.99989796,1.0951117e-06
Test_198,0.0010530502,0.0006790491,4.173741e-05,0.9982262
Test_199,0.039513815,0.87185365,0.035885576,0.05274696
Test_200,3.091508e-05,2.348643e-05,0.9999441,1.5495486e-06
Test_201,5.236868e-06,8.782792e-06,9.226671e-08,0.99998593
Test_202,0.0031840322,0.0019819962,0.9943931,0.00044084512
Test_203,2.13312e-06,3.949482e-07,0.9999975,8.673291e-09
Test_204,5.2216096e-06,3.5958292e-05,1.939118e-07,0.99995863
Test_205,0.00010781385,3.3678334e-05,8.01754e-07,0.99985766
Test_206,2.1041224e-06,5.2620594e-06,3.351269e-08,0.9999926
Test_207,1.2541052e-05,3.8322128e-06,0.99998343,1.9307974e-07
Test_208,0.16492575,0.15075415,0.048784945,0.6355352
Test_209,9.701326e-15,1.07866595e-16,1.0,7.866786e-21
Test_210,2.4692574e-11,9.820182e-10,8.232094e-14,1.0
Test_211,0.028812619,0.079054594,0.01329675,0.87883604
Test_212,1.4348103e-11,2.9491733e-13,1.0,2.0442015e-16
Test_213,0.0027703436,0.02187477,0.0019926054,0.9733622
Test_214,1.4482331e-11,6.792611e-13,1.0,4.482935e-16
Test_215,0.07441265,0.31819397,0.039190166,0.56820315
Test_216,0.9988803,0.0008951147,0.0001124147,0.00011219354
Test_217,5.1388608e-05,0.00011038997,1.3838201e-06,0.9998368
Test_218,0.9958091,0.003035209,0.00055073964,0.000605119
Test_219,0.96750677,0.016994981,0.0061240657,0.009374156
Test_220,5.3679585e-09,5.5085756e-08,4.4140837e-11,0.9999999
Test_221,0.22196117,0.022247404,0.0089481715,0.7468432
Test_222,1.1829281e-09,7.9154405e-11,1.0,2.4837277e-13
Test_223,4.718943e-10,2.7009945e-11,1.0,8.946358e-14
Test_224,0.042939488,0.85530466,0.042901665,0.058854204
Test_225,0.9914546,0.0064641307,0.0010859835,0.0009953473
Test_226,1.1404857e-08,4.024674e-09,1.0,5.82969e-12
Test_227,0.00027910463,0.00029727482,6.307632e-06,0.9994173
Test_228,8.595932e-05,1.1328514e-05,0.9999025,2.104046e-07
Test_229,0.00040208385,0.00051157165,0.99904877,3.7567115e-05
Test_230,0.055596437,0.018100603,0.0040995823,0.92220336
Test_231,8.793777e-10,7.420291e-09,3.1783922e-12,1.0
Test_232,0.98569393,0.009214326,0.0021331157,0.0029586866
Test_233,0.99796283,0.0006675132,0.00021870785,0.0011509744
Test_234,0.114307724,0.022828748,0.005482369,0.85738117
Test_235,0.0020922495,0.0008961638,4.535069e-05,0.9969663
Test_236,0.0064232606,0.009044869,0.98252136,0.0020105615
Test_237,9.411975e-06,0.00010615884,1.110575e-06,0.9998833
Test_238,5.110454e-07,1.4281449e-07,0.9999994,1.0524144e-09
Test_239,5.8735004e-05,1.3422778e-05,0.9999274,4.1873736e-07
Test_240,1.0589405e-06,8.9951976e-07,0.9999981,2.024432e-09
Test_241,3.787031e-08,3.551453e-07,5.5542826e-10,0.99999964
Test_242,1.5726608e-05,2.1801234e-05,2.148265e-07,0.9999622
Test_243,0.96018046,0.02940311,0.0067636967,0.0036527761
Test_244,0.019517677,0.37724152,0.024516832,0.5787239
Test_245,0.042984705,0.08208797,0.8591753,0.015752029
Test_246,0.047819436,0.036524963,0.00596943,0.90968615
Test_247,1.2415448e-11,2.9350983e-10,1.5771845e-14,1.0
Test_248,0.98979974,0.005613105,0.0017025142,0.0028847533
Test_249,0.0626951,0.17084745,0.7535895,0.012867976
Test_250,0.99216,0.0055564046,0.0012213743,0.0010620701
Test_251,0.9800913,0.010621399,0.003590838,0.0056964755
Test_252,0.00048220463,0.00036541573,0.9991265,2.5858768e-05
Test_253,1.6385304e-05,0.00010751827,9.393395e-07,0.9998752
Test_254,0.2959674,0.08085285,0.0348788,0.58830094
Test_255,0.54850155,0.037458993,0.019302605,0.3947368
Test_256,4.1121757e-07,1.4118932e-06,2.527147e-09,0.9999982
Test_257,0.67601395,0.29708683,0.022174511,0.004724685
Test_258,0.81414413,0.06318156,0.03319146,0.08948288
Test_259,0.0075741,0.011357987,0.0017146688,0.97935325
Test_260,0.000660992,0.0005115489,1.9879188e-05,0.99880755
Test_261,3.8749913e-06,8.7302925e-07,0.99999523,9.950387e-09
Test_262,0.19452398,0.07778776,0.029148836,0.69853944
Test_263,0.859019,0.013315928,0.0076695173,0.11999564
Test_264,0.9266506,0.05279337,0.01403354,0.0065225437
Test_265,1.3785822e-07,1.446267e-08,0.9999999,2.3167175e-10
Test_266,2.1414019e-08,1.8798774e-07,1.953929e-10,0.99999976
Test_267,0.99714977,0.0019754,0.00039478223,0.00048010115
Test_268,0.0010148914,0.0010287318,0.99789727,5.917072e-05
Test_269,0.98824686,0.0039436845,0.0018279359,0.0059816167
Test_270,1.043915e-08,1.985307e-08,3.3141916e-11,1.0
Test_271,0.011215245,0.0023630904,0.00042114165,0.9860005
Test_272,1.8245423e-06,5.044658e-07,0.9999976,1.1124117e-08
Test_273,0.9982206,0.001355188,0.00020851936,0.00021571374
Test_274,1.0233709e-11,2.9768088e-13,1.0,1.6717097e-16
Test_275,0.002481272,0.9957047,0.0015469589,0.00026710756
Test_276,1.145713e-05,1.2726643e-05,1.3746852e-07,0.9999757
Test_277,8.846425e-06,1.5932086e-05,1.6727314e-07,0.9999751
Test_278,3.7692138e-07,1.5621348e-06,4.196629e-09,0.9999981
Test_279,1.17480305e-11,2.0312465e-13,1.0,2.2121308e-16
Test_280,0.0013622863,0.0010734175,3.60978e-05,0.99752825
Test_281,0.003796331,0.002355209,0.0001241685,0.9937243
Test_282,0.050682105,0.88770294,0.029674804,0.031940136
Test_283,0.037999988,0.1035147,0.8452521,0.013233287
Test_284,7.862273e-07,2.6630912e-07,0.9999989,2.9461626e-09
Test_285,5.2935275e-07,1.6402189e-06,8.73807e-09,0.99999785
Test_286,0.0010281963,0.0023766605,7.0521106e-05,0.99652463
Test_287,0.26461002,0.030658366,0.010961204,0.6937704
Test_288,1.6241571e-06,1.0695135e-05,4.7253383e-08,0.9999876
Test_289,7.131639e-10,9.760674e-09,2.839463e-12,1.0
Test_290,0.111007765,0.5446379,0.33226913,0.012085146
Test_291,8.684898e-06,8.957241e-07,0.99999046,2.8137952e-08
Test_292,0.6346498,0.032495525,0.017899387,0.31495523
Test_293,6.867895e-10,3.601242e-11,1.0,1.01267295e-13
Test_294,6.092349e-05,4.5045846e-05,0.99989116,2.8282261e-06
Test_295,5.9453395e-08,5.89556e-09,0.9999999,1.0323128e-10
Test_296,0.0005330155,0.0032556711,0.000103177386,0.9961081
Test_297,2.6290861e-08,1.06742846e-07,7.501453e-11,0.9999999
Test_298,0.01160329,0.030565243,0.9219816,0.035849907
Test_299,4.255507e-05,4.720437e-05,1.654079e-06,0.99990857
Test_300,0.0012916906,0.0014021831,7.6420154e-05,0.99722975
Test_301,0.92068595,0.06642551,0.010534718,0.0023538277
Test_302,1.2039304e-07,1.2812136e-06,2.9727423e-09,0.99999857
Test_303,0.9540501,0.024754466,0.008605818,0.0125895105
Test_304,0.9517085,0.021676904,0.008227711,0.018386949
Test_305,0.309198,0.28492805,0.19229668,0.21357723
Test_306,2.4798624e-06,1.3497348e-05,7.413753e-08,0.9999839
Test_307,0.98207927,0.013664512,0.002429799,0.0018262961
Test_308,0.043176435,0.1193314,0.01543995,0.82205224
Test_309,1.7670328e-06,7.24061e-07,0.9999975,2.6932446e-08
Test_310,0.018353395,0.06315057,0.91296697,0.005529103
Test_311,0.012264817,0.025688676,0.95646846,0.005578084
Test_312,3.2524443e-07,2.1545895e-06,3.5676748e-09,0.9999975
Test_313,1.0411962e-07,8.1449184e-07,1.6088618e-09,0.99999905
Test_314,2.601986e-06,3.925907e-06,4.3497586e-08,0.99999344
Test_315,2.5990735e-06,2.2403685e-06,7.883168e-09,0.9999951
Test_316,0.12695843,0.2819116,0.5134395,0.07769039
Test_317,0.50023603,0.16218473,0.28565452,0.051924724
Test_318,0.0017409308,0.0036841854,0.00020522335,0.9943697
Test_319,3.4972686e-06,5.671316e-07,0.99999595,1.9967638e-08
Test_320,1.2504441e-06,7.273059e-08,0.9999987,4.241767e-10
Test_321,0.99181914,0.0065746666,0.00091046817,0.00069573964
Test_322,0.9991398,0.0007125122,7.65363e-05,7.112637e-05
Test_323,0.00037273517,0.00085122924,4.269507e-05,0.99873334
Test_324,3.892575e-09,4.566896e-10,1.0,1.2910829e-12
Test_325,0.00012136111,4.5679564e-05,1.0414159e-06,0.9998319
Test_326,0.0045999316,0.02293421,0.9721934,0.00027245225
Test_327,0.029180445,0.007893743,0.0011270434,0.9617988
Test_328,2.991113e-08,9.862949e-09,1.0,2.8095436e-11
Test_329,1.5383303e-07,1.7436095e-08,0.9999999,2.0118857e-10
Test_330,3.9992125e-14,2.127288e-16,1.0,3.387183e-20
Test_331,0.0021885603,0.0041558556,0.00024625694,0.9934094
Test_332,0.97093403,0.021737775,0.004258842,0.0030692627
Test_333,1.8442965e-09,9.786166e-11,1.0,2.3768205e-13
Test_334,1.1761079e-11,1.5424581e-13,1.0,7.103187e-17
Test_335,0.9981116,0.0011828393,0.0002587902,0.00044676146
Test_336,0.8158373,0.12374928,0.052609805,0.007803572
Test_337,0.9970898,0.0025244937,0.00022895551,0.00015678152
Test_338,0.9868238,0.009347739,0.0020412442,0.0017871105
Test_339,5.631985e-06,1.1695608e-06,0.9999932,2.0286361e-08
Test_340,0.646093,0.2090308,0.08125358,0.06362258
Test_341,0.9978416,0.0018677653,0.00016496715,0.000125629
Test_342,0.9970005,0.0026007628,0.00024652993,0.00015219022
Test_343,0.00024471513,0.0013612191,4.7648406e-05,0.99834645
Test_344,1.8144621e-11,8.0857266e-13,1.0,3.7407775e-16
Test_345,0.0015282418,0.004870711,0.98941857,0.004182601
Test_346,8.2654364e-13,1.423094e-14,1.0,5.756592e-18
Test_347,0.15021041,0.27282217,0.11304308,0.46392432
Test_348,0.0076233926,0.0032072058,0.00024207367,0.98892736
Test_349,0.016062178,0.014968205,0.015114035,0.9538555
Test_350,9.118678e-05,7.1177994e-05,1.244417e-06,0.9998363
Test_351,8.9577857e-13,9.694852e-15,1.0,7.721058e-18
Test_352,0.0033748134,0.00844103,0.0003710332,0.9878131
Test_353,0.13737646,0.33520538,0.12016115,0.40725705
Test_354,1.4062088e-10,4.214261e-12,1.0,5.9152093e-15
Test_355,0.8380153,0.06647546,0.030726569,0.064782605
Test_356,0.9976398,0.0016692334,0.0003024673,0.00038848832
Test_357,0.99930036,0.0005232001,7.801783e-05,9.8398865e-05
Test_358,0.9410503,0.04763556,0.00841414,0.0028999948
Test_359,6.826122e-08,2.744371e-07,7.2257283e-10,0.99999964
Test_360,0.68446165,0.14502136,0.06455339,0.105963625
Test_361,0.970968,0.0055896314,0.0033547531,0.020087669
Test_362,0.96062565,0.009756979,0.005709192,0.023908174
Test_363,7.570297e-06,7.1134677e-06,0.99998534,5.594932e-08
Test_364,3.257411e-08,3.7173193e-09,1.0,1.918407e-11
Test_365,3.8551007e-06,1.2432572e-06,0.9999949,1.512456e-08
Test_366,1.5337025e-06,2.2610789e-07,0.9999982,1.5706833e-09
Test_367,5.1318228e-08,4.9896e-07,5.0480375e-10,0.9999994
Test_368,0.99606836,0.002729503,0.0005005359,0.0007016732
Test_369,8.7831346e-08,7.421566e-07,1.321943e-09,0.99999917
Test_370,1.8850793e-12,2.3518859e-14,1.0,1.4187175e-17
Test_371,0.00055397395,0.00029727462,0.99913365,1.5089668e-05
Test_372,0.00124075,0.009198216,0.00028507898,0.98927593
Test_373,2.8159303e-07,1.3725586e-08,0.99999976,1.06608784e-10
Test_374,8.104398e-08,7.0225625e-09,0.9999999,6.829981e-11
Test_375,4.4222475e-08,2.2900927e-07,4.3637086e-10,0.99999976
Test_376,0.9913052,0.0057733906,0.001413524,0.0015077848
Test_377,0.99785346,0.0010744234,0.00027355173,0.00079851714
Test_378,5.5460307e-09,2.9570466e-10,1.0,1.0270152e-12
Test_379,7.9692545e-05,0.00015657286,9.194972e-06,0.9997545
Test_380,0.0006856209,0.0015135211,3.0766718e-05,0.9977701
Test_381,0.16434522,0.22156106,0.07969319,0.5344006
Test_382,0.007697142,0.0015998008,0.00011737518,0.9905856
Test_383,0.50114083,0.045007996,0.021227714,0.4326235
Test_384,6.352992e-05,6.9274606e-06,0.9999294,9.370064e-08
Test_385,0.004656065,0.0052072625,0.0003576103,0.98977906
Test_386,4.6176875e-11,1.2926132e-12,1.0,3.602677e-15
Test_387,0.1894445,0.026270246,0.010145405,0.7741398
Test_388,0.12139735,0.019131023,0.006509565,0.8529621
Test_389,0.94256026,0.048360415,0.0066391244,0.002440169
Test_390,4.36908e-06,1.6791962e-05,1.2641821e-07,0.99997866
Test_391,1.9222618e-06,2.606019e-06,0.99999547,1.9191917e-08
Test_392,0.35026702,0.23034671,0.19636701,0.22301926
Test_393,5.7164518e-09,1.9775634e-08,2.320759e-11,1.0
Test_394,0.3191862,0.015425699,0.0052992404,0.66008884
Test_395,7.5057e-12,2.1277133e-13,1.0,6.0361745e-17
Test_396,4.5812994e-06,3.3301797e-06,8.594861e-08,0.999992
Test_397,4.143493e-05,5.1426832e-05,1.0395919e-06,0.99990606
Test_398,8.562153e-08,9.444255e-08,0.99999976,8.937723e-11
Test_399,0.00028222485,0.00021760781,9.913446e-06,0.99949026
Test_400,0.034424014,0.011563406,0.95267284,0.0013397038
Test_401,1.7542444e-08,1.8597722e-09,1.0,1.1666304e-11
Test_402,3.779079e-06,3.0087653e-05,9.647464e-08,0.999966
Test_403,0.04349391,0.01928564,0.9368082,0.00041224333
Test_404,0.005241816,0.050202426,0.0020180615,0.94253767
Test_405,4.324999e-09,3.050259e-08,1.7135066e-11,1.0
Test_406,2.690662e-09,2.6263148e-08,1.3345312e-11,1.0
Test_407,2.2276026e-05,2.6665057e-05,2.7134504e-07,0.99995077
Test_408,0.00084375625,0.0008534811,2.8559492e-05,0.9982742
Test_409,0.6506591,0.20276606,0.12527657,0.021298295
Test_410,2.4188136e-09,1.8099852e-08,8.459304e-12,1.0
Test_411,0.9954152,0.0036580584,0.0005418105,0.00038489103
Test_412,0.013488676,0.023955435,0.9615922,0.0009636958
Test_413,0.9966667,0.0027767895,0.0003415192,0.0002150395
Test_414,6.3620907e-15,4.1709246e-17,1.0,9.134617e-21
Test_415,1.9630488e-09,1.1582081e-10,1.0,3.0664796e-13
Test_416,0.61327755,0.0963902,0.07385071,0.21648155
Test_417,1.1424913e-11,3.3540992e-13,1.0,4.5337544e-16
Test_418,0.9993729,0.00047348466,6.093798e-05,9.270291e-05
Test_419,0.9999566,3.6166497e-05,3.0848478e-06,4.1295534e-06
